	USD
5501	116.7517
5502	115.1963
5503	111.4823
5504	108.0521
5505	104.8012
5506	103.9524
5507	104.6819
5508	104.0741
5509	103.1618
5510	96.0458
5511	95.6618
5512	93.7125
5513	86.2843
5514	84.0851
5515	83.4097
5516	83.4285
5517	83.5932
5518	83.352
5519	82.5962
5520	76.2547
5521	74.8501
5522	79.1596
5523	79.6274
5524	79.8471
5525	81.288
5526	80.0437
5527	79.4529
5528	79.0287
5529	77.0809
5530	74.999
5531	73.505
5532	73.3611
5533	72.7089
5534	72.8764
5535	72.2953
5536	71.0237
5537	69.416
5538	66.2378
5539	67.3843
5540	68.8389
5541	65.7916
5542	63.7799
5543	63.4445
5544	63.5428
5545	63.5643
5546	62.4031
5547	58.8862
5548	58.2087
5549	56.969
5550	56.2996
5551	62.0495
5552	66.4029
5553	63.0975
5554	61.6069
5555	61.4733
5556	61.575
5557	61.9659
5558	61.1094
5559	60.9565
5560	60.2282
5561	58.3895
5562	57.778
5563	57.0926
5564	56.6624
5565	56.8691
5566	56.7101
5567	56.1727
5568	54.7081
5569	53.2788
5570	53.3578
5571	53.3234
5572	53.3641
5573	52.9699
5574	51.158
5575	52.5123
5576	53.7676
5577	55.0858
5578	58.5118
5579	62.911
5580	63.1427
5581	61.2664
5582	61.3045
5583	58.8541
5584	58.5322
5585	58.2568
5586	57.8323
5587	56.5616
5588	55.437
5589	54.8491
5590	56.4783
5591	57.3917
5592	57.7821
5593	58.6605
5594	60.2198
5595	60.2031
5596	61.3101
5597	62.0506
5598	60.1595
5599	60.2374
5600	60.258
5601	60.3696
5602	60.3164
5603	60.3814
5604	60.4542
5605	60.6229
5606	60.8993
5607	61.3747
5608	61.4247
5609	60.7552
5610	59.957
5611	59.1321
5612	59.7419
5613	59.8963
5614	59.9974
5615	59.7699
5616	60.0924
5617	60.3636
5618	60.3677
5619	60.2386
5620	60.237
5621	60.3713
5622	60.9033
5623	60.8544
5624	61.1814
5625	60.801
5626	60.4696
5627	60.4568
5628	60.0676
5629	59.7751
5630	59.6663
5631	60.0316
5632	60.1662
5633	60.0158
5634	60.8685
5635	59.8318
5636	58.1006
5637	57.999
5638	58.1756
5639	58.4485
5640	57.413
5641	55.2987
5642	57.5664
5643	58.7913
5644	59.4043
5645	60.2534
5646	61.2475
5647	62.3126
5648	63.684
5649	63.7559
5650	63.4917
5651	63.0558
5652	61.7634
5653	61.7032
5654	61.5905
5655	61.5018
5656	61.1958
5657	61.1629
5658	61.3326
5659	61.4277
5660	61.3589
5661	61.5343
5662	61.6229
5663	61.4275
5664	61.6175
5665	62.0955
5666	61.2367
5667	60.9774
5668	61.0611
5669	61.2434
5670	60.2179
5671	60.3982
5672	60.3116
5673	60.3484
5674	60.3894
5675	60.3741
5676	60.7379
5677	60.6566
5678	60.5043
5679	60.3866
5680	60.4797
5681	60.752
5682	61.0742
5683	60.8803
5684	61.1479
5685	61.7749
5686	62.1849
5687	62.9103
5688	62.9372
5689	62.5722
5690	62.3813
5691	62.7674
5692	63.212
5693	63.359
5694	64.3015
5695	64.6078
5696	66.3474
5697	69.0037
5698	70.5256
5699	72.1306
5700	68.676
5701	68.4487
5702	69.9346
5703	71.3261
5704	71.9778
5705	70.3375
5706	70.3002
5707	69.6094
5708	69.0202
5709	67.7775
5710	67.5744
5711	68.2892
5712	68.6644
5713	68.8728
5714	68.8467
5715	68.6656
5716	68.6288
5717	68.7529
5718	68.9573
5719	69.1263
5720	69.3372
5721	69.5927
5722	70.5174
5723	70.1217
5724	70.0414
5725	70.3847
5726	70.5991
5727	70.8924
5728	71.5763
5729	72.8949
5730	72.7923
5731	73.6307
5732	73.8645
5733	74.2077
5734	74.7638
5735	74.7588
5736	74.0432
5737	74.8596
5738	74.7087
5739	75.4323
5740	74.8932
5741	75.2513
5742	75.4729
5743	75.4592
5744	75.4728
5745	75.4577
5746	75.9028
5747	75.9406
5748	75.4609
5749	75.1927
5750	75.7457
5751	76.4095
5752	76.6044
5753	77.2422
5754	76.8373
5755	76.9561
5756	76.3072
5757	76.4479
5758	76.5662
5759	76.5939
5760	76.9781
5761	77.0863
5762	77.3233
5763	77.951
5764	79.3563
5765	79.4961
5766	80.6713
5767	82.3988
5768	81.7441
5769	82.1799
5770	82.0934
5771	81.6758
5772	81.5045
5773	81.6279
5774	81.6028
5775	81.6549
5776	81.6188
5777	81.4863
5778	81.2745
5779	81.5499
5780	81.6274
5781	81.5601
5782	80.5093
5783	79.9609
5784	79.3071
5785	78.6139
5786	76.8207
5787	76.6929
5788	75.8846
5789	77.2041
5790	79.1004
5791	79.9798
5792	80.7642
5793	80.0366
5794	79.9093
5795	79.9379
5796	80.1665
5797	79.9669
5798	79.9841
5799	79.9667
5800	80.0555
5801	80.6872
5802	80.9942
5803	80.9657
5804	80.8756
5805	81.3294
5806	81.2502
5807	81.4581
5808	82.093
5809	82.6417
5810	83.6405
5811	84.3249
5812	83.9611
5813	83.6498
5814	83.9866
5815	84.2336
5816	84.2467
5817	83.6077
5818	84.0793
5819	84.6642
5820	85.0504
5821	85.6192
5822	87.0341
5823	88.3844
5824	89.3255
5825	89.545
5826	90.338
5827	92.5695
5828	91.6879
5829	91.4931
5830	90.5045
5831	90.6253
5832	90.1757
5833	90.119
5834	90.4217
5835	90.6906
5836	91.2046
5837	90.8545
5838	90.3846
5839	90.489
5840	90.0945
5841	90.0468
5842	90.0225
5843	90.9783
5844	91.5923
5845	91.7755
5846	92.841
5847	93.7792
5848	94.8076
5849	96.5668
5850	96.0755
5851	97.3999
5852	97.2794
5853	98.2066
5854	101.0399
5855	97.4217
5856	96.7045
5857	93.746
5858	93.4047
5859	94.1424
5860	94.1185
5861	94.4421
5862	94.4007
5863	94.7117
5864	95.4717
5865	95.707
5866	95.9283
5867	96.3344
5868	96.3411
5869	96.6199
5870	97.5383
5871	97.8439
5872	98.1961
5873	97.9241
5874	96.5083
5875	94.7035
5876	95.9794
5877	96.1609
5878	96.6338
5879	96.6472
5880	96.2236
5881	96.6172
5882	96.0762
5883	96.0419
5884	96.1456
5885	96.2378
5886	96.5
5887	97.0018
5888	97.4147
5889	98.4785
5890	99.2677
5891	99.4555
5892	99.6762
5893	100.4911
5894	101.3598
5895	99.9349
5896	99.9808
5897	96.9948
5898	97.3075
5899	97.2865
5900	97.3458
5901	97.3724
5902	97.3074
5903	95.9053
5904	94.7081
5905	93.5224
5906	93.1507
5907	93.5616
5908	93.2174
5909	93.2435
5910	92.0226
5911	93.2801
5912	93.173
5913	93.0351
5914	92.4151
