	USD
1958	24.483
1959	24.4458
1960	24.4946
1961	24.5286
1962	24.4917
1963	24.462
1964	24.5153
1965	24.4975
1966	24.4328
1967	24.3391
1968	24.3174
1969	24.2649
1970	24.3104
1971	24.3111
1972	24.3622
1973	24.3506
1974	24.4171
1975	24.456
1976	24.4733
1977	24.4236
1978	24.5506
1979	24.5295
1980	24.488
1981	24.4174
1982	24.4432
1983	24.4286
1984	24.5092
1985	24.706
1986	24.7236
1987	24.7281
1988	24.7529
1989	24.7235
1990	24.7307
1991	24.7196
1992	24.7019
1993	24.6387
1994	24.5398
1995	24.5462
1996	24.4387
1997	24.4796
1998	24.3671
1999	24.2913
2000	24.2858
2001	24.3367
2002	24.5043
2003	24.5076
2004	24.6456
2005	24.8917
2006	24.6325
2007	24.6349
2008	24.4386
2009	24.5952
2010	24.475
2011	24.4764
2012	24.4262
2013	24.4201
2014	24.4543
2015	24.5211
2016	24.6706
2017	24.6466
2018	24.7813
2019	24.6715
2020	24.6537
2021	24.6655
2022	24.6392
2023	24.5861
2024	24.5767
2025	24.5206
2026	24.5486
2027	24.5299
2028	24.4663
2029	24.4558
2030	24.1966
2031	24.1159
2032	24.0023
2033	24.0103
2034	24.048
2035	24.0473
2036	23.9349
2037	23.8353
2038	23.8587
2039	23.8461
2040	23.6924
2041	23.649
2042	23.5126
2043	23.5325
2044	23.5581
2045	23.6781
2046	23.7773
2047	23.8351
2048	23.701
2049	23.6559
2050	23.5171
2051	23.5156
2052	23.5027
2053	23.5799
2054	23.6706
2055	23.6153
2056	23.5982
2057	23.6028
2058	23.533
2059	23.5437
2060	23.4628
2061	23.4825
2062	23.5139
2063	23.4549
2064	23.4482
2065	23.3703
2066	23.3696
2067	23.4704
2068	23.4299
2069	23.3448
2070	23.4391
2071	23.6007
2072	23.6037
2073	23.6471
2074	23.6588
2075	23.7939
2076	23.7633
2077	23.7456
2078	23.7523
2079	23.8833
2080	23.8328
2081	23.7199
2082	23.8521
2083	23.8482
2084	23.8391
2085	23.7238
2086	23.7462
2087	23.6874
2088	23.5758
2089	23.6007
2090	23.5483
2091	23.5513
2092	23.5847
2093	23.6659
2094	23.7384
2095	23.7473
2096	23.6968
2097	23.8019
2098	23.8116
2099	23.6809
2100	23.5651
2101	23.521
2102	23.6109
2103	23.6748
2104	23.7795
2105	23.6402
2106	23.6586
2107	23.5979
2108	23.6288
2109	23.5908
2110	23.6223
2111	23.6113
2112	23.5245
2113	23.4573
2114	23.4068
2115	23.4689
2116	23.4147
2117	23.3759
2118	23.5125
2119	23.5589
2120	23.5024
2121	23.4147
2122	23.4363
2123	23.3727
2124	23.23
2125	23.1255
2126	23.1638
2127	23.225
2128	23.1937
2129	23.212
2130	23.196
2131	23.322
2132	23.3782
2133	23.3572
2134	23.361
2135	23.3278
2136	23.4456
2137	23.4186
2138	23.4697
2139	23.4039
2140	23.4354
2141	23.5142
2142	23.5816
2143	23.8782
2144	24.5697
2145	24.3424
2146	24.1559
2147	24.2901
2148	24.5054
2149	24.4898
2150	24.5703
2151	24.4316
2152	24.3013
2153	24.2699
2154	24.4389
2155	24.5803
2156	24.6019
2157	24.5474
2158	24.5769
2159	24.667
2160	24.7184
2161	24.8739
2162	25.2144
2163	25.4552
2164	25.2626
2165	25.5814
2166	25.5761
2167	25.7842
2168	25.7013
2169	25.3938
2170	25.5064
2171	25.5245
2172	25.4307
2173	25.4863
2174	25.269
2175	24.9864
2176	25.0703
2177	24.8982
2178	25.0221
2179	25.2464
2180	25.3718
2181	25.6023
2182	25.8213
2183	25.8993
2184	26.1784
2185	26.1791
2186	26.1629
2187	26.0695
2188	26.208
2189	26.1111
2190	26.0871
2191	26.1347
2192	26.3691
2193	26.2505
2194	26.0561
2195	26.4417
2196	26.9215
2197	26.9793
2198	27.0596
2199	27.3507
2200	27.3018
2201	27.0979
2202	26.543
2203	27.0981
2204	27.0793
2205	26.9146
2206	26.9114
2207	27.0041
2208	26.9639
2209	27.3399
2210	27.4704
2211	27.6704
2212	27.3386
2213	27.4374
2214	27.4301
2215	27.4413
2216	27.5715
2217	27.5665
2218	27.6613
2219	27.3913
2220	27.3563
2221	27.4216
2222	27.606
2223	27.9409
2224	28.0166
2225	27.9212
2226	27.9576
2227	28.0916
2228	28.0043
2229	28.0029
2230	27.8671
2231	27.931
2232	27.8077
2233	27.816
2234	27.6009
2235	27.5199
2236	27.6095
2237	27.7351
2238	28.2682
2239	28.3359
2240	28.6119
2241	28.6735
2242	29.0058
2243	29.23
2244	29.3804
2245	29.3916
2246	30.5331
2247	30.9981
2248	31.2226
2249	31.5616
2250	32.2135
2251	32.5747
2252	32.9085
2253	33.4154
2254	32.643
2255	32.7991
2256	32.8926
2257	32.9018
2258	32.9979
2259	33.2155
2260	34.6847
2261	35.4146
2262	36.1767
2263	36.129
2264	36.0135
2265	36.3095
2266	36.3798
2267	36.1258
2268	35.9285
2269	35.8323
2270	34.8003
2271	34.5578
2272	34.7797
2273	35.6345
2274	36.4267
2275	36.091
2276	36.076
2277	36.0254
2278	35.7442
2279	35.7223
2280	35.7205
2281	36.1644
2282	36.2054
2283	36.2284
2284	35.8899
2285	35.7374
2286	35.4534
2287	35.1164
2288	35.2944
2289	34.8316
2290	34.8388
2291	34.5318
2292	34.4203
2293	33.8222
2294	33.423
2295	33.3034
2296	33.2726
2297	33.7268
2298	33.4668
2299	33.4133
2300	34.0134
2301	33.9032
2302	33.9456
2303	33.7636
2304	33.4095
2305	33.1743
2306	33.384
2307	33.7781
2308	33.5334
2309	33.6309
2310	33.4863
2311	33.3887
2312	33.4507
2313	33.4184
2314	33.4677
2315	33.5371
2316	34.1043
2317	34.0597
2318	33.7848
2319	33.4187
2320	33.3904
2321	33.5533
2322	33.2491
2323	32.974
2324	32.9672
2325	32.8146
2326	32.8883
2327	32.7915
2328	32.5534
2329	32.2817
2330	31.9841
2331	32.1677
2332	32.0797
2333	32.2919
2334	31.9498
2335	31.8009
2336	31.4586
2337	31.1998
2338	31.0516
2339	31.1465
2340	31.1846
2341	31.3259
2342	30.9843
2343	30.7441
2344	30.7321
2345	30.5131
2346	30.8767
2347	30.6919
2348	31.0751
2349	31.2637
2350	30.9277
2351	30.9124
2352	31.1548
2353	31.3185
2354	31.1297
2355	31.0998
2356	31.1541
2357	31.2408
2358	31.5765
2359	31.1365
2360	31.2037
2361	31.1184
2362	31.2904
2363	31.0385
2364	31.1904
2365	31.1252
2366	31.2481
2367	31.4143
2368	31.4695
2369	31.7819
2370	31.8878
2371	32.0353
2372	33.0597
2373	32.5072
2374	32.047
2375	31.6943
2376	31.7837
2377	31.3733
2378	31.1791
2379	31.0785
2380	31.076
2381	31.1372
2382	30.7457
2383	30.6431
2384	31.4162
2385	31.7555
2386	31.1533
2387	31.2424
2388	31.0484
2389	31.1326
2390	31.1814
2391	31.5473
2392	31.6503
2393	31.7477
2394	32.6926
2395	32.1457
2396	31.7226
2397	32.2874
2398	31.9187
2399	31.9191
2400	31.6011
2401	31.9443
2402	31.5544
2403	31.5437
2404	31.4007
2405	31.6405
2406	31.5687
2407	31.8397
2408	31.7743
2409	31.973
2410	31.7679
2411	31.6062
2412	31.4298
2413	31.3754
2414	31.1452
2415	30.8851
2416	30.7246
2417	30.8617
2418	30.9895
2419	30.6067
2420	30.3881
2421	30.3744
2422	30.3711
2423	30.2385
2424	30.0004
2425	30.0678
2426	30.137
2427	30.1985
2428	30.0922
2429	30.0087
2430	30.0621
2431	30.124
2432	30.0785
2433	29.8322
2434	29.7819
2435	29.6396
2436	29.609
2437	29.5945
2438	29.5043
2439	29.4651
2440	29.3206
2441	29.3281
2442	29.3553
2443	29.1911
2444	29.1641
2445	29.0858
2446	29.0003
2447	28.9403
2448	29.0184
2449	29.1749
2450	29.3441
2451	29.0488
2452	29.1944
2453	29.2337
2454	29.133
2455	29.0156
2456	28.8497
2457	28.7391
2458	28.7007
2459	28.6701
2460	28.8345
2461	28.6705
2462	28.6768
2463	28.7163
2464	28.7459
2465	28.8554
2466	28.7986
2467	28.8481
2468	28.7909
2469	28.8751
2470	29.8179
2471	29.0687
2472	29.1771
2473	29.056
2474	29.2427
2475	29.1979
2476	29.5221
2477	30.1839
2478	30.7562
2479	30.6268
2480	30.2107
2481	30.0481
2482	30.0678
2483	30.1978
2484	30.4392
2485	30.7187
2486	30.5529
2487	30.4439
2488	30.5007
2489	29.9292
2490	29.4266
2491	29.5952
2492	29.8491
2493	30.2442
2494	30.1851
2495	29.4283
2496	29.3774
2497	29.6409
2498	29.4299
2499	29.5603
2500	29.5963
2501	29.5184
2502	29.6941
2503	29.7486
2504	29.7458
2505	30.0946
2506	30.3136
2507	30.2921
2508	30.3631
2509	30.4312
2510	30.3996
2511	30.183
2512	29.8779
2513	30.0054
2514	30.4666
2515	30.5158
2516	30.3735
2517	30.2462
2518	30.1245
2519	30.1595
2520	30.2207
2521	30.1176
2522	29.9761
2523	30.1138
2524	30.151
2525	30.0309
2526	30.0521
2527	30.0388
2528	29.9484
2529	29.93
2530	29.9779
2531	29.814
2532	29.8217
2533	29.8366
2534	29.7499
2535	29.7249
2536	29.5195
2537	29.3897
2538	29.3353
2539	29.4242
2540	29.1927
2541	29.2223
2542	29.2565
2543	29.3389
2544	29.4707
2545	29.5764
2546	29.6572
2547	29.5142
2548	29.6309
2549	29.3638
2550	29.4956
2551	29.4394
2552	29.2194
2553	29.2097
2554	29.2416
2555	29.294
2556	29.4003
2557	29.3232
2558	28.9428
2559	29.0294
2560	29.0444
2561	28.931
2562	29.0325
2563	29.1969
2564	29.1381
2565	29.0906
2566	29.1288
2567	29.2743
2568	29.0882
2569	29.0623
2570	29.3801
2571	29.2886
2572	29.1537
2573	29.2982
2574	29.6812
2575	30.2971
2576	30.7193
2577	30.3609
2578	30.2048
2579	29.8597
2580	30.0575
2581	30.6986
2582	30.3946
2583	30.6953
2584	30.7523
2585	31.0576
2586	30.8754
2587	31.4293
2588	31.3538
2589	30.8786
2590	30.4956
2591	30.74
2592	31.0702
2593	31.19
2594	30.8938
2595	31.0685
2596	31.7798
2597	31.62
2598	31.7302
2599	31.5742
2600	31.4471
2601	31.4595
2602	31.1566
2603	31.1854
2604	30.884
2605	30.7267
2606	30.896
2607	30.9694
2608	31.0149
2609	31.0761
2610	30.9833
2611	31.1954
2612	31.2554
2613	31.3703
2614	31.1942
2615	31.1124
2616	31.1124
2617	31.0922
2618	30.9479
2619	30.7953
2620	30.8823
2621	30.8543
2622	30.539
2623	30.5619
2624	30.4615
2625	30.5739
2626	30.4058
2627	30.4059
2628	30.5205
2629	30.3839
2630	30.3006
2631	30.2391
2632	30.2066
2633	30.2173
2634	30.1869
2635	30.1861
2636	29.9681
2637	29.7958
2638	29.8633
2639	29.8312
2640	29.8186
2641	30.0239
2642	30.205
2643	30.4493
2644	30.4199
2645	30.5199
2646	30.4514
2647	30.4257
2648	30.4636
2649	30.5099
2650	30.6041
2651	30.7559
2652	30.8958
2653	30.8227
2654	30.6969
2655	30.664
2656	30.8669
2657	30.8001
2658	30.6858
2659	30.6922
2660	30.5771
2661	30.7319
2662	30.8873
2663	30.8801
2664	30.8937
2665	30.6831
2666	30.7049
2667	30.7407
2668	31.0223
2669	31.0826
2670	30.9809
2671	31.0814
2672	30.9826
2673	31.0031
2674	30.948
2675	30.6119
2676	30.6013
2677	30.403
2678	30.5126
2679	30.5094
2680	30.496
2681	30.436
2682	29.8929
2683	29.6334
2684	29.9086
2685	29.8317
2686	30.0763
2687	30.1269
2688	29.9315
2689	30.1243
2690	30.5237
2691	30.4151
2692	30.7968
2693	30.7348
2694	30.4977
2695	30.2258
2696	30.4
2697	30.5682
2698	30.6786
2699	30.7821
2700	30.7738
2701	30.7941
2702	30.7709
2703	30.8029
2704	30.8612
2705	30.6925
2706	30.5107
2707	30.7722
2708	30.8414
2709	30.8632
2710	31.056
2711	31.3487
2712	31.1999
2713	30.949
2714	30.995
2715	31.2642
2716	31.2929
2717	31.2842
2718	31.3539
2719	31.3061
2720	31.3335
2721	31.4555
2722	31.3518
2723	31.2641
2724	31.2867
2725	31.2238
2726	31.243
2727	30.9831
2728	30.8604
2729	30.9006
2730	30.7447
2731	30.7199
2732	30.7528
2733	30.6682
2734	30.7746
2735	30.7188
2736	30.7187
2737	30.5922
2738	30.5778
2739	30.4495
2740	30.272
2741	30.3592
2742	30.4769
2743	30.3505
2744	30.6252
2745	30.3988
2746	30.0926
2747	29.954
2748	30.0534
2749	29.8881
2750	29.8252
2751	29.9147
2752	30.0109
2753	29.8516
2754	29.7948
2755	29.7768
2756	29.6738
2757	29.6684
2758	29.8018
2759	29.6548
2760	29.4219
2761	29.3489
2762	29.4136
2763	29.3689
2764	29.255
2765	29.301
2766	29.3535
2767	29.32
2768	29.2583
2769	29.285
2770	29.2735
2771	29.2447
2772	29.2585
2773	29.1549
2774	29.2859
2775	29.1611
2776	28.9405
2777	28.9028
2778	28.7569
2779	28.6277
2780	28.3228
2781	28.188
2782	28.1717
2783	28.2945
2784	28.4356
2785	28.6317
2786	28.664
2787	28.7263
2788	28.6582
2789	28.7422
2790	28.4763
2791	28.3675
2792	28.1561
2793	28.27
2794	28.4015
2795	28.2237
2796	28.411
2797	28.3436
2798	28.429
2799	28.5162
2800	28.3684
2801	28.2277
2802	28.3113
2803	28.2164
2804	28.2286
2805	28.1211
2806	27.9758
2807	28.1456
2808	28.1145
2809	28.1886
2810	28.2212
2811	28.1636
2812	28.4213
2813	28.1457
2814	27.9398
2815	27.9396
2816	27.9924
2817	27.8964
2818	27.7144
2819	27.4977
2820	27.5022
2821	27.3348
2822	27.3675
2823	27.2625
2824	27.6635
2825	27.8645
2826	27.6288
2827	27.9472
2828	27.8497
2829	28.122
2830	28.1177
2831	28.0466
2832	27.9608
2833	27.9145
2834	28.3418
2835	28.437
2836	28.4794
2837	28.228
2838	28.1166
2839	28.0685
2840	27.9805
2841	27.9682
2842	28.0419
2843	27.8751
2844	27.7752
2845	27.7814
2846	27.6847
2847	27.7033
2848	27.7907
2849	27.8984
2850	27.8957
2851	28.19
2852	28.1778
2853	28.1783
2854	28.0118
2855	27.896
2856	28.0568
2857	28.1655
2858	28.3478
2859	28.2352
2860	28.0758
2861	27.8726
2862	27.8536
2863	27.8037
2864	27.8622
2865	27.8907
2866	27.9853
2867	27.888
2868	28.0839
2869	28.3842
2870	28.2557
2871	28.061
2872	28.1277
2873	28.1775
2874	28.1505
2875	28.0466
2876	27.908
2877	27.7169
2878	27.7413
2879	27.546
2880	27.4439
2881	27.5907
2882	27.6796
2883	27.5204
2884	27.8154
2885	27.8996
2886	27.8432
2887	28.3382
2888	28.521
2889	29.4166
2890	29.3065
2891	29.417
2892	29.4452
2893	28.8576
2894	28.7032
2895	28.7207
2896	28.9115
2897	29.2709
2898	29.2555
2899	28.9547
2900	28.9037
2901	28.8825
2902	28.8717
2903	28.7108
2904	28.8569
2905	28.9278
2906	28.8911
2907	29.0604
2908	29.3436
2909	29.6107
2910	29.4905
2911	29.5015
2912	29.6904
2913	30.3034
2914	30.1872
2915	30.3643
2916	30.5042
2917	30.5328
2918	30.868
2919	31.496
2920	31.4122
2921	31.9106
2922	32.1083
2923	32.4619
2924	32.2201
2925	31.818
2926	31.8751
2927	32.11
2928	32.589
2929	32.6799
2930	32.6374
2931	32.5085
2932	32.2005
2933	32.0096
2934	31.427
2935	31.4151
2936	31.2014
2937	30.9905
2938	30.737
2939	30.9694
2940	30.9257
2941	31.3788
2942	31.3361
2943	30.8255
2944	30.4971
2945	30.5732
2946	30.2421
2947	29.8977
2948	30.1245
2949	30.6448
2950	30.683
2951	30.8438
2952	30.5694
2953	30.5014
2954	30.1033
2955	30.8454
2956	30.5282
2957	30.2921
2958	30.66
2959	30.8417
2960	30.7337
2961	30.919
2962	30.9693
2963	31.0612
2964	31.2133
2965	31.4365
2966	31.5788
2967	31.4117
2968	31.3216
2969	31.4001
2970	30.8486
2971	30.8099
2972	30.9068
2973	31.1026
2974	31.1527
2975	31.2308
2976	31.5691
2977	31.4134
2978	31.6704
2979	31.7655
2980	31.8957
2981	31.7701
2982	32.0323
2983	32.0519
2984	31.7645
2985	31.5634
2986	31.2575
2987	31.2266
2988	31.0847
2989	31.5633
2990	32.0197
2991	32.1961
2992	31.8729
2993	31.6886
2994	31.6807
2995	31.583
2996	31.9344
2997	31.5445
2998	31.5428
2999	31.4777
3000	31.2879
3001	31.3325
3002	30.8752
3003	30.667
3004	30.36
3005	30.3626
3006	30.3647
3007	30.3131
3008	30.4067
3009	30.1855
3010	30.2385
3011	30.2324
3012	30.0871
3013	29.693
3014	29.6795
3015	29.8923
3016	29.8873
3017	30.0868
3018	29.944
3019	30.2098
3020	29.9982
3021	29.7805
3022	29.7796
3023	29.7692
3024	29.449
3025	29.1264
3026	28.9503
3027	29.0253
3028	29.2889
3029	29.296
3030	29.2892
3031	29.4508
3032	29.6621
3033	29.5406
3034	29.6666
3035	29.5091
3036	29.5125
3037	29.5822
3038	29.3578
3039	29.2224
3040	29.1652
3041	29.2079
3042	29.2447
3043	29.4038
3044	29.2311
3045	28.9468
3046	29.0845
3047	29.2853
3048	29.3282
3049	29.3479
3050	29.2944
3051	29.4285
3052	29.4303
3053	29.4606
3054	29.6358
3055	29.6359
3056	29.8033
3057	29.569
3058	29.4711
3059	29.7614
3060	29.6368
3061	29.4978
3062	29.5122
3063	29.5214
3064	29.488
3065	29.4549
3066	29.2962
3067	29.277
3068	29.4234
3069	29.3627
3070	29.3708
3071	29.463
3072	29.5937
3073	29.8075
3074	30.1891
3075	30.2306
3076	30.1793
3077	30.2652
3078	30.3299
3079	30.9758
3080	30.9417
3081	31.3921
3082	31.1582
3083	31.0644
3084	31.3803
3085	31.6247
3086	31.7572
3087	31.827
3088	32.086
3089	32.4509
3090	32.9173
3091	33.7384
3092	34.0395
3093	33.2001
3094	32.7889
3095	32.1922
3096	32.7358
3097	32.5862
3098	32.7331
3099	32.5766
3100	32.3945
3101	32.1315
3102	32.5315
3103	32.5166
3104	32.9054
3105	33.5191
3106	33.1693
3107	33.1732
3108	32.8384
3109	32.9412
3110	32.8169
3111	32.5287
3112	32.4789
3113	32.2065
3114	32.4727
3115	32.624
3116	32.9907
3117	32.9754
3118	32.8282
3119	32.7177
3120	32.659
3121	32.6208
3122	32.4955
3123	32.4041
3124	32.0764
3125	31.9509
3126	32.376
3127	32.6324
3128	32.9657
3129	32.6224
3130	32.2131
3131	32.1881
3132	32.2058
3133	32.3322
3134	32.4563
3135	32.5361
3136	31.9451
3137	31.6644
3138	31.6907
3139	31.4807
3140	31.8974
3141	31.8707
3142	31.7739
3143	31.8532
3144	31.9011
3145	31.8469
3146	32.0165
3147	31.9606
3148	31.8056
3149	31.683
3150	31.8099
3151	31.8703
3152	32.0183
3153	32.0942
3154	32.2934
3155	32.5669
3156	32.4171
3157	32.1995
3158	32.4608
3159	32.1998
3160	32.0142
3161	31.7221
3162	31.7768
3163	31.478
3164	31.3992
3165	30.8181
3166	30.5867
3167	30.8795
3168	30.8634
3169	31.5758
3170	31.1667
3171	31.2513
3172	31.1608
3173	31.2221
3174	31.1951
3175	30.9169
3176	31.2538
3177	31.135
3178	31.1944
3179	31.121
3180	30.9744
3181	31.0777
3182	31.0994
3183	31.2017
3184	31.1667
3185	30.9738
3186	31.0791
3187	30.9493
3188	30.7964
3189	30.7195
3190	30.7823
3191	30.9084
3192	31.1171
3193	31.3039
3194	31.2499
3195	31.478
3196	31.4373
3197	31.5252
3198	31.3743
3199	31.3666
3200	31.3817
3201	31.5195
3202	31.3033
3203	31.5146
3204	31.4962
3205	31.6053
3206	31.7164
3207	31.7267
3208	31.6919
3209	31.7184
3210	31.6677
3211	31.4263
3212	31.4218
3213	31.1525
3214	31.1325
3215	31.0201
3216	30.941
3217	31.1408
3218	31.0565
3219	30.811
3220	30.8365
3221	30.994
3222	30.8235
3223	30.9107
3224	30.967
3225	30.8686
3226	30.7506
3227	30.7321
3228	30.6034
3229	30.6892
3230	30.7696
3231	30.9859
3232	30.7606
3233	30.7592
3234	30.7194
3235	30.8046
3236	30.5926
3237	30.615
3238	30.4808
3239	30.3727
3240	30.3727
3241	30.4215
3242	30.365
3243	30.2537
3244	30.2607
3245	30.2556
3246	30.3399
3247	30.3431
3248	30.2065
3249	30.297
3250	30.195
3251	30.2292
3252	30.1648
3253	30.0451
3254	30.0782
3255	30.1513
3256	30.0277
3257	30.0161
3258	29.9966
3259	29.9251
3260	30.1231
3261	29.9598
3262	30.0496
3263	30.1575
3264	30.159
3265	30.1713
3266	30.0692
3267	30.0773
3268	30.1139
3269	30.1258
3270	30.1277
3271	30.0502
3272	30.2337
3273	30.3596
3274	30.3368
3275	30.5889
3276	30.6202
3277	30.5124
3278	30.6381
3279	30.787
3280	30.6963
3281	30.6214
3282	30.7628
3283	30.7576
3284	30.7499
3285	30.7209
3286	30.7769
3287	30.7196
3288	30.8908
3289	30.8285
3290	30.9446
3291	30.8923
3292	30.9325
3293	30.7585
3294	30.8734
3295	30.863
3296	30.9962
3297	31.0834
3298	31.1093
3299	31.1178
3300	31.3918
3301	31.7203
3302	31.6207
3303	31.6144
3304	31.2086
3305	31.0036
3306	30.8814
3307	30.9308
3308	31.3051
3309	31.4512
3310	31.232
3311	31.7151
3312	31.4605
3313	31.5664
3314	31.6414
3315	31.5917
3316	31.3169
3317	31.2196
3318	31.2559
3319	31.0433
3320	31.0839
3321	31.0789
3322	31.0829
3323	31.3777
3324	31.2778
3325	31.4281
3326	31.4166
3327	31.3931
3328	31.3406
3329	31.177
3330	31.228
3331	31.4711
3332	31.3164
3333	31.3025
3334	31.3784
3335	31.5203
3336	31.5893
3337	31.7979
3338	32.0487
3339	31.8344
3340	31.9816
3341	32.1385
3342	32.2397
3343	32.3246
3344	32.3951
3345	32.3467
3346	31.8029
3347	31.679
3348	31.8824
3349	32.1201
3350	32.7041
3351	32.7433
3352	32.9097
3353	32.714
3354	32.8876
3355	32.8766
3356	32.709
3357	32.8517
3358	32.9475
3359	33.2204
3360	33.1605
3361	33.2247
3362	33.321
3363	33.0842
3364	32.9112
3365	32.5867
3366	32.6429
3367	32.622
3368	32.5417
3369	32.4526
3370	32.3998
3371	32.4288
3372	32.3236
3373	32.3106
3374	32.3462
3375	32.5376
3376	32.6371
3377	32.8556
3378	32.8901
3379	33.033
3380	32.9741
3381	33.0978
3382	32.8811
3383	32.939
3384	32.9848
3385	32.9401
3386	32.8606
3387	32.891
3388	33.0426
3389	33.1583
3390	33.0004
3391	32.9421
3392	32.9226
3393	33.0006
3394	32.9737
3395	33.1908
3396	33.0552
3397	32.9564
3398	33.1224
3399	33.1798
3400	33.1783
3401	33.2474
3402	33.2522
3403	33.3693
3404	33.4656
3405	33.3901
3406	33.4338
3407	33.3243
3408	33.06
3409	32.9629
3410	32.6731
3411	32.7406
3412	32.2907
3413	32.3237
3414	32.245
3415	31.5892
3416	31.7326
3417	31.9106
3418	31.8167
3419	31.9343
3420	32.1736
3421	32.3451
3422	32.4839
3423	32.2965
3424	32.2979
3425	32.125
3426	32.1005
3427	32.2931
3428	32.2984
3429	32.3619
3430	32.3564
3431	32.2133
3432	32.2663
3433	32.2676
3434	32.2561
3435	32.0816
3436	31.846
3437	31.9013
3438	31.9346
3439	31.7448
3440	31.6618
3441	31.6775
3442	31.8119
3443	31.9445
3444	32.0613
3445	32.0758
3446	32.1808
3447	32.3509
3448	32.4511
3449	32.3803
3450	32.5479
3451	32.6622
3452	32.8076
3453	32.8184
3454	32.6874
3455	32.6807
3456	32.5658
3457	32.6098
3458	32.7417
3459	33.018
3460	32.9055
3461	32.7733
3462	32.9879
3463	33.0041
3464	33.1332
3465	33.1916
3466	33.1482
3467	33.246
3468	33.2632
3469	33.114
3470	32.9514
3471	32.7782
3472	32.7848
3473	32.7315
3474	32.7518
3475	32.8663
3476	32.8658
3477	32.8646
3478	32.9404
3479	32.9527
3480	32.9798
3481	32.9506
3482	32.6284
3483	32.6487
3484	32.671
3485	32.6282
3486	32.7292
3487	32.6587
3488	33.1547
3489	33.2062
3490	33.1204
3491	33.2386
3492	33.3562
3493	33.4013
3494	33.4343
3495	33.6429
3496	33.8161
3497	33.8688
3498	34.0334
3499	34.26
3500	34.7093
3501	34.625
3502	34.5633
3503	35.2448
3504	35.18
3505	35.2347
3506	35.4502
3507	34.9592
3508	34.7287
3509	34.6044
3510	34.7636
3511	34.7964
3512	34.7595
3513	34.8611
3514	35.2559
3515	35.0976
3516	35.2386
3517	35.5857
3518	35.767
3519	35.6828
3520	35.5112
3521	35.5669
3522	35.7872
3523	36.0501
3524	36.1847
3525	36.3784
3526	36.3208
3527	36.0849
3528	36.1251
3529	36.2618
3530	36.4015
3531	36.4865
3532	36.4566
3533	36.6391
3534	36.6505
3535	36.4487
3536	36.207
3537	36.1081
3538	36.4022
3539	36.1663
3540	35.9316
3541	35.4494
3542	35.581
3543	35.6871
3544	35.6053
3545	35.024
3546	35.2517
3547	35.5154
3548	35.501
3549	35.4679
3550	35.5475
3551	35.7493
3552	35.5581
3553	35.6239
3554	35.989
3555	35.9635
3556	36.0813
3557	35.9287
3558	35.5389
3559	35.6688
3560	35.6785
3561	35.6625
3562	35.683
3563	35.9289
3564	36.0245
3565	35.6983
3566	35.7227
3567	35.8381
3568	35.655
3569	35.4971
3570	35.0343
3571	35.2091
3572	34.8789
3573	34.709
3574	34.7005
3575	34.7794
3576	34.7394
3577	34.6007
3578	34.5078
3579	34.2802
3580	34.3139
3581	34.0771
3582	34.2571
3583	34.4895
3584	34.6481
3585	34.7352
3586	34.8887
3587	35.0115
3588	35.1398
3589	34.9043
3590	34.6573
3591	34.3303
3592	34.3681
3593	34.3227
3594	34.5654
3595	34.8095
3596	34.8232
3597	34.3025
3598	34.419
3599	34.2797
3600	33.9812
3601	33.907
3602	33.7508
3603	33.6306
3604	33.8434
3605	34.2275
3606	34.2496
3607	34.1949
3608	34.3236
3609	34.5691
3610	34.4258
3611	34.0758
3612	33.8353
3613	34.0582
3614	34.3135
3615	34.3723
3616	34.3853
3617	34.7998
3618	35.1627
3619	35.09
3620	35.0387
3621	34.8101
3622	35.0786
3623	35.0535
3624	35.3457
3625	35.6339
3626	35.7271
3627	35.4438
3628	35.7272
3629	35.6605
3630	35.7987
3631	36.1102
3632	36.2496
3633	36.4461
3634	36.0475
3635	36.089
3636	36.2222
3637	36.0395
3638	36.0014
3639	36.0294
3640	36.1094
3641	36.224
3642	36.3317
3643	36.0027
3644	36.1201
3645	36.1358
3646	36.1397
3647	36.3053
3648	36.9316
3649	37.2945
3650	37.348
3651	37.3183
3652	36.8038
3653	36.9219
3654	37.0866
3655	37.0261
3656	37.1693
3657	37.3758
3658	37.6545
3659	37.9861
3660	38.7058
3661	38.3724
3662	38.4209
3663	38.4134
3664	38.5782
3665	38.6672
3666	38.383
3667	38.3007
3668	38.7243
3669	39.3866
3670	39.3836
3671	39.6604
3672	39.5474
3673	39.698
3674	39.982
3675	39.7417
3676	39.9819
3677	39.98
3678	40.2125
3679	40.3251
3680	40.5304
3681	40.9416
3682	40.7457
3683	41.045
3684	40.8815
3685	41.0501
3686	40.9671
3687	41.4958
3688	41.8101
3689	41.9497
3690	42.3934
3691	42.6525
3692	43.3943
3693	41.9627
3694	44.3993
3695	45.1854
3696	47.8774
3697	45.8926
3698	45.952
3699	46.3379
3700	46.1233
3701	47.392
3702	47.3329
3703	46.9797
3704	47.0294
3705	46.7047
3706	45.7926
3707	44.7852
3708	44.9758
3709	46.4244
3710	47.6629
3711	49.322
3712	51.8068
3713	50.7678
3714	54.3821
3715	52.6932
3716	53.1088
3717	53.3079
3718	54.2116
3719	54.2758
3720	54.7932
3721	56.8919
3722	58.3461
3723	61.1512
3724	67.7851
3725	59.6029
3726	60.6825
3727	56.494
3728	54.5687
